date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:32:52	8640/8640	---M--	200	added ('OK')	font/woff2	etag:%22aa31e7cef13c679af5edad85c52ac78e%22	https://snake.rip/_astro/inter-vietnamese-wght-normal.ac4e131c.woff2	C:/Users/ahmed/OneDrive/Escritorio/Karmancos%20web/spinnin/snake.rip/_astro/inter-vietnamese-wght-normal.ac4e131c.woff2	(from https://snake.rip/)
17:32:53	56968/56968	---M--	200	added ('OK')	font/woff2	etag:%2284d1c9a33c3af40e13494b9247b5cacf%22	https://snake.rip/_astro/inter-latin-ext-wght-normal.45606f83.woff2	C:/Users/ahmed/OneDrive/Escritorio/Karmancos%20web/spinnin/snake.rip/_astro/inter-latin-ext-wght-normal.45606f83.woff2	(from https://snake.rip/)
17:32:53	37924/37924	---M--	200	added ('OK')	font/woff2	etag:%2259c5a1701aec2363119e28701e57e40f%22	https://snake.rip/_astro/inter-latin-wght-normal.450f3ba4.woff2	C:/Users/ahmed/OneDrive/Escritorio/Karmancos%20web/spinnin/snake.rip/_astro/inter-latin-wght-normal.450f3ba4.woff2	(from https://snake.rip/)
17:32:53	2068/2068	---MCZ	200	added ('OK')	application/javascript	etag:W/%22a380cb5b3af3d8927d1fdf25e8be3388%22	https://snake.rip/_astro/page.30c903a1.js	C:/Users/ahmed/OneDrive/Escritorio/Karmancos%20web/spinnin/snake.rip/_astro/page.30c903a1.js	(from https://snake.rip/)
17:32:53	1544/1544	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22a8302b23ac9762d56f5d4182993ded83%22	https://snake.rip/images/snake.svg	C:/Users/ahmed/OneDrive/Escritorio/Karmancos%20web/spinnin/snake.rip/images/snake.svg	(from https://snake.rip/)
17:32:54	5319/5319	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2016%20Jan%202024%2016:32:54%20GMT	https://snake.rip/blog	C:/Users/ahmed/OneDrive/Escritorio/Karmancos%20web/spinnin/snake.rip/blog	(from https://snake.rip/)
17:32:54	1388/1388	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%220467174ec7c5517d51bd041c4691fa17%22	https://snake.rip/images/snake_svg_bg_2.svg	C:/Users/ahmed/OneDrive/Escritorio/Karmancos%20web/spinnin/snake.rip/images/snake_svg_bg_2.svg	(from https://snake.rip/)
17:32:54	5319/5319	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2016%20Jan%202024%2016:32:54%20GMT	https://snake.rip/blog/snake-rip	C:/Users/ahmed/OneDrive/Escritorio/Karmancos%20web/spinnin/snake.rip/blog/snake-rip	(from https://snake.rip/)
17:32:54	1544/1544	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22a8302b23ac9762d56f5d4182993ded83%22	https://snake.rip/_astro/snake.9b4ceb6d_1L5wP1.svg	C:/Users/ahmed/OneDrive/Escritorio/Karmancos%20web/spinnin/snake.rip/_astro/snake.9b4ceb6d_1L5wP1.svg	(from https://snake.rip/)
17:32:54	5319/5319	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2016%20Jan%202024%2016:32:55%20GMT	https://snake.rip/blog/antivpn	C:/Users/ahmed/OneDrive/Escritorio/Karmancos%20web/spinnin/snake.rip/blog/antivpn	(from https://snake.rip/)
17:32:55	396195/396195	---M--	200	added ('OK')	image/webp	etag:%221e9ce9aad9b1dd6a21b98a26adb79ba6%22	https://snake.rip/_astro/antivpn.e5db6804_Z20dLpn.webp	C:/Users/ahmed/OneDrive/Escritorio/Karmancos%20web/spinnin/snake.rip/_astro/antivpn.e5db6804_Z20dLpn.webp	(from https://snake.rip/)
17:32:55	5319/5319	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2016%20Jan%202024%2016:32:55%20GMT	https://snake.rip/blog/hovernode	C:/Users/ahmed/OneDrive/Escritorio/Karmancos%20web/spinnin/snake.rip/blog/hovernode	(from https://snake.rip/)
17:32:56	67125/67125	---M--	200	added ('OK')	image/webp	etag:%22d366ccad4c4c047f90978e1371a55285%22	https://snake.rip/_astro/hovernode.803b701c_1TqPSM.webp	C:/Users/ahmed/OneDrive/Escritorio/Karmancos%20web/spinnin/snake.rip/_astro/hovernode.803b701c_1TqPSM.webp	(from https://snake.rip/)
17:32:56	5319/5319	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2016%20Jan%202024%2016:32:56%20GMT	https://snake.rip/blog/waffle	C:/Users/ahmed/OneDrive/Escritorio/Karmancos%20web/spinnin/snake.rip/blog/waffle	(from https://snake.rip/)
17:32:56	56601/56601	---M--	200	added ('OK')	image/webp	etag:%22e4e6bfac93962bd67fd17452ef46fcdf%22	https://snake.rip/_astro/waffle-hycraft.9c4acf10_1ovWg6.webp	C:/Users/ahmed/OneDrive/Escritorio/Karmancos%20web/spinnin/snake.rip/_astro/waffle-hycraft.9c4acf10_1ovWg6.webp	(from https://snake.rip/)
17:32:56	5319/5319	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2016%20Jan%202024%2016:32:57%20GMT	https://snake.rip/blog/hycraft-website	C:/Users/ahmed/OneDrive/Escritorio/Karmancos%20web/spinnin/snake.rip/blog/hycraft-website	(from https://snake.rip/)
17:32:57	280553/280553	---M--	200	added ('OK')	image/webp	etag:%22f2b0f67f926522c08ce5eea392c0a7c5%22	https://snake.rip/_astro/hycraft-website.cb2853d0_2ntq6E.webp	C:/Users/ahmed/OneDrive/Escritorio/Karmancos%20web/spinnin/snake.rip/_astro/hycraft-website.cb2853d0_2ntq6E.webp	(from https://snake.rip/)
17:32:57	8455/8455	---M--	200	added ('OK')	image/webp	etag:%22b0e89a48dad59b3b0c8cb4d6363856b2%22	https://snake.rip/_astro/servernpc.59689a9c_Bs0QG.webp	C:/Users/ahmed/OneDrive/Escritorio/Karmancos%20web/spinnin/snake.rip/_astro/servernpc.59689a9c_Bs0QG.webp	(from https://snake.rip/)
17:32:57	5716/5716	---M--	200	added ('OK')	image/webp	etag:%222f5bc26771930ff8aea3713f7e4613be%22	https://snake.rip/_astro/nextjs.963bd774_CVPHM.webp	C:/Users/ahmed/OneDrive/Escritorio/Karmancos%20web/spinnin/snake.rip/_astro/nextjs.963bd774_CVPHM.webp	(from https://snake.rip/)
17:32:58	10264/10264	---M--	200	added ('OK')	image/webp	etag:%225883b1fd84c3b1b4b47d67f806bbda65%22	https://snake.rip/_astro/java.545423ca_ZTqMh1.webp	C:/Users/ahmed/OneDrive/Escritorio/Karmancos%20web/spinnin/snake.rip/_astro/java.545423ca_ZTqMh1.webp	(from https://snake.rip/)
17:32:58	988/988	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22cabb29c88cde4c78a78d9fd511b52a43%22	https://snake.rip/_astro/discord.400c9152_ZPS9O4.svg	C:/Users/ahmed/OneDrive/Escritorio/Karmancos%20web/spinnin/snake.rip/_astro/discord.400c9152_ZPS9O4.svg	(from https://snake.rip/)
17:32:58	15995/15995	---M--	200	added ('OK')	image/webp	etag:%223e22bab0f8fb957984e314ebf6f090f3%22	https://snake.rip/_astro/spigotmc.81090db6_ixwN.webp	C:/Users/ahmed/OneDrive/Escritorio/Karmancos%20web/spinnin/snake.rip/_astro/spigotmc.81090db6_ixwN.webp	(from https://snake.rip/)
17:32:58	430/430	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%229c322b1729f36316fa0d96baf0833ff1%22	https://snake.rip/_astro/x.dd46f96b_mqB0g.svg	C:/Users/ahmed/OneDrive/Escritorio/Karmancos%20web/spinnin/snake.rip/_astro/x.dd46f96b_mqB0g.svg	(from https://snake.rip/)
17:32:59	963/963	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22d20d62a4b0307ee7c4b3e1a074e0887c%22	https://snake.rip/_astro/github.4f0d2c60_Z2tJj6m.svg	C:/Users/ahmed/OneDrive/Escritorio/Karmancos%20web/spinnin/snake.rip/_astro/github.4f0d2c60_Z2tJj6m.svg	(from https://snake.rip/)
17:32:59	183435/183435	---M--	200	added ('OK')	text/javascript	etag:12025140070361980643	https://pagead2.googlesyndication.com/pagead/js/adsbygoogle.js?client=ca-pub-5459016174339474	C:/Users/ahmed/OneDrive/Escritorio/Karmancos%20web/spinnin/pagead2.googlesyndication.com/pagead/js/f4e0b.txt	(from https://snake.rip/)
17:33:00	12332/12332	---MCZ	200	added ('OK')	application/javascript	etag:W/%22658bfe17-302c%22	https://snake.rip/cdn-cgi/scripts/7d0fa10a/cloudflare-static/rocket-loader.min.js	C:/Users/ahmed/OneDrive/Escritorio/Karmancos%20web/spinnin/snake.rip/cdn-cgi/scripts/7d0fa10a/cloudflare-static/rocket-loader.min.js	(from https://snake.rip/)
